ID,Week,Environment,Generation,N0,Census,Person,Setup.Order,Addition,Last.addition,Proportion.new
222,55,0.95,5,20,23,MFO,18,0,4,0.2
223,55,0.95,5,15,17,MFO,18,0,4,0.266666667
224,55,0.95,5,11,8,MFO,18,0,4,0.363636364
225,55,0.95,5,20,18,MFO,18,0,4,0.2
226,55,0.95,5,16,42,MFO,18,0,4,0.25
227,55,0.95,5,14,16,MFO,18,0,4,0.285714286
228,55,0.95,5,18,32,MFO,18,0,4,0.222222222
229,55,0.95,5,20,24,MFO,18,0,4,0.2
230,55,0.95,5,28,20,MFO,18,0,4,0.142857143
231,55,0.95,5,21,43,MJK,15,0,4,0.19047619
232,55,0.95,5,29,23,MJK,15,0,4,0.137931034
233,55,0.95,5,17,34,MJK,15,0,4,0.235294118
234,55,0.95,5,14,45,MJK,15,0,4,0.285714286
235,55,0.95,5,30,30,MJK,15,0,4,0.133333333
236,55,0.95,5,16,14,MJK,15,0,4,0.25
237,55,0.95,5,18,13,MJK,15,0,4,0.222222222
238,55,0.95,5,11,23,MJK,15,0,4,0.363636364
239,55,0.95,5,17,43,MJK,15,0,4,0.235294118
240,55,0.95,5,6,6,MJK,15,0,4,0.666666667
241,55,0.95,5,20,21,MJK,1,0,0,0
242,55,1.135,5,17,12,MJK,1,0,0,0
243,55,0.672,5,26,37,MJK,1,0,0,0
244,55,1.32,5,15,39,MJK,1,0,0,0
245,55,NA,5,0,,MJK,1,0,0,#DIV/0!
246,55,1.042,5,13,16,MJK,1,0,0,0
247,55,0.672,5,7,16,MJK,1,0,0,0
248,55,0.95,5,16,18,MJK,1,0,0,0
249,55,1.228,5,10,3,MJK,1,0,0,0
250,55,1.228,5,27,57,MJK,1,0,0,0
251,55,0.58,5,19,48,MFO,11,0,0,0
252,55,1.135,5,45,30,MFO,11,0,0,0
253,55,NA,5,0,,MFO,11,0,0,#DIV/0!
254,55,1.228,5,7,17,MFO,11,0,0,0
255,55,1.228,5,17,43,MFO,11,0,0,0
256,55,1.228,5,21,22,MFO,11,0,0,0
257,55,0.765,5,24,25,MFO,11,0,0,0
258,55,0.95,5,12,6,MFO,11,0,0,0
259,55,1.042,5,16,15,MFO,11,0,0,0
260,55,0.765,5,22,25,MFO,11,0,0,0
261,55,1.32,5,24,41,MFO,9,0,0,0
262,55,0.95,5,22,30,MFO,9,0,0,0
263,55,0.765,5,19,31,MFO,9,0,0,0
264,55,0.857,5,11,32,MFO,9,0,0,0
265,55,1.135,5,14,21,MFO,9,0,0,0
266,55,1.32,5,20,19,MFO,9,0,0,0
267,55,0.672,5,25,49,MFO,9,0,0,0
268,55,1.042,5,20,28,MFO,9,0,0,0
269,55,1.32,5,18,25,MFO,9,0,0,0
270,55,1.228,5,26,41,MFO,9,0,0,0
271,55,0.95,5,14,43,MJK,2,0,0,0
272,55,0.95,5,56,83,MJK,2,0,0,0
273,55,0.95,5,7,8,MJK,2,0,0,0
274,55,0.95,5,25,28,MJK,2,0,0,0
275,55,0.95,5,4,6,MJK,2,0,0,0
276,55,0.95,5,17,17,MJK,2,0,0,0
277,55,0.95,5,31,36,MJK,2,0,0,0
278,55,0.95,5,24,45,MJK,2,0,0,0
279,55,0.95,5,5,1,MJK,2,0,0,0
280,55,0.95,5,19,21,MJK,2,0,0,0
281,55,0.95,5,40,35,MJK,3,0,0,0
282,55,0.95,5,24,18,MJK,3,0,0,0
283,55,0.95,5,15,13,MJK,3,0,0,0
284,55,NA,5,0,,MJK,3,0,0,#DIV/0!
285,55,0.95,5,21,21,MJK,3,0,0,0
286,55,0.95,5,8,18,MJK,3,0,0,0
287,55,0.95,5,23,23,MJK,3,0,0,0
288,55,0.95,5,25,14,MJK,3,0,0,0
289,55,NA,5,0,,MJK,3,0,0,#DIV/0!
290,55,0.95,5,7,18,MJK,3,0,0,0
291,55,0.95,5,35,36,MJK,16,0,0,0
292,55,0.95,5,8,11,MJK,16,0,0,0
293,55,0.95,5,5,3,MJK,16,0,0,0
294,55,0.95,5,8,0,MJK,16,0,0,0
295,55,0.95,5,11,9,MJK,16,0,0,0
296,55,0.95,5,18,32,MJK,16,0,0,0
297,55,0.95,5,21,15,MJK,16,0,0,0
298,55,0.95,5,8,21,MJK,16,0,0,0
299,55,0.95,5,8,6,MJK,16,0,0,0
300,55,0.95,5,17,45,MJK,16,0,0,0
301,55,0.672,5,31,29,MFO,5,0,0,0
302,55,1.228,5,16,17,MFO,5,0,0,0
303,55,1.32,5,6,6,MFO,5,0,0,0
304,55,0.95,5,22,13,MFO,5,0,0,0
305,55,0.95,5,17,28,MFO,5,0,0,0
306,55,1.042,5,11,15,MFO,5,0,0,0
307,55,0.857,5,27,37,MFO,5,0,0,0
308,55,1.32,5,6,0,MFO,5,0,0,0
309,55,0.95,5,11,4,MFO,5,0,0,0
310,55,1.042,5,29,24,MFO,5,0,0,0
311,55,1.228,5,33,38,MJK,14,0,0,0
312,55,1.228,5,26,39,MJK,14,0,0,0
313,55,1.135,5,24,45,MJK,14,0,0,0
314,55,1.042,5,13,25,MJK,14,0,0,0
315,55,0.58,5,24,47,MJK,14,0,0,0
316,55,1.042,5,11,36,MJK,14,0,0,0
317,55,0.95,5,4,0,MJK,14,0,0,0
318,55,1.135,5,14,9,MJK,14,0,0,0
319,55,0.58,5,13,21,MJK,14,0,0,0
320,55,NA,5,0,,MJK,14,0,0,#DIV/0!
321,55,1.228,5,11,12,MFO,6,0,0,0
322,55,1.135,5,10,18,MFO,6,0,0,0
323,55,0.857,5,19,26,MFO,6,0,0,0
324,55,0.857,5,17,13,MFO,6,0,0,0
325,55,0.95,5,19,43,MFO,6,0,0,0
326,55,0.765,5,13,18,MFO,6,0,0,0
327,55,0.765,5,25,43,MFO,6,0,0,0
328,55,0.857,5,6,12,MFO,6,0,0,0
329,55,1.228,5,15,53,MFO,6,0,0,0
330,55,1.228,5,24,75,MFO,6,0,0,0
331,55,0.95,5,27,16,MJK,23,0,0,0
332,55,0.95,5,20,58,MJK,23,0,0,0
333,55,0.95,5,24,26,MJK,23,0,0,0
334,55,0.95,5,34,21,MJK,23,0,0,0
335,55,0.95,5,47,53,MJK,23,0,0,0
336,55,0.95,5,15,30,MJK,23,0,0,0
337,55,0.95,5,5,5,MJK,23,0,0,0
338,55,0.95,5,13,41,MJK,23,0,0,0
339,55,0.95,5,14,27,MJK,23,0,0,0
340,55,0.95,5,8,7,MJK,23,0,0,0
341,55,0.95,5,4,3,MFO,22,0,0,0
342,55,0.95,5,23,15,MFO,22,0,0,0
343,55,0.95,5,18,36,MFO,22,0,0,0
344,55,0.95,5,22,22,MFO,22,0,0,0
345,55,0.95,5,22,43,MFO,22,0,0,0
346,55,0.95,5,8,11,MFO,22,0,0,0
347,55,0.95,5,14,7,MFO,22,0,0,0
348,55,0.95,5,7,1,MFO,22,0,0,0
349,55,0.95,5,17,0,MFO,22,0,0,0
350,55,0.95,5,3,0,MFO,22,0,0,0
351,55,0.95,5,22,30,MFO,18,0,0,0
352,55,0.95,5,48,79,MFO,18,0,0,0
353,55,0.95,5,27,41,MFO,18,0,0,0
354,55,0.95,5,57,56,MFO,18,0,0,0
355,55,0.95,5,74,67,MFO,18,0,0,0
356,55,0.95,5,13,38,MFO,18,0,0,0
357,55,0.95,5,11,24,MFO,18,0,0,0
358,55,0.95,5,20,37,MFO,18,0,0,0
359,55,0.95,5,29,31,MFO,18,0,0,0
360,55,NA,5,0,,MFO,18,0,0,#DIV/0!
361,55,0.857,5,26,22,MFO,10,0,0,0
362,55,0.672,5,8,1,MFO,10,0,0,0
363,55,1.32,5,27,41,MFO,10,0,0,0
364,55,0.95,5,36,15,MFO,10,0,5,0.138888889
365,55,0.672,5,15,17,MFO,10,0,5,0.333333333
366,55,1.32,5,22,38,MFO,10,0,5,0.227272727
367,55,0.857,5,27,63,MFO,10,0,5,0.185185185
368,55,1.32,5,9,20,MFO,10,0,5,0.555555556
369,55,0.672,5,26,41,MFO,10,0,5,0.192307692
370,55,0.857,5,29,28,MFO,10,0,5,0.172413793
371,55,0.765,5,26,32,MFO,4,0,0,0
372,55,0.857,5,24,44,MFO,4,0,0,0
373,55,1.042,5,9,14,MFO,4,0,0,0
374,55,1.042,5,7,25,MFO,4,0,0,0
375,55,1.32,5,21,37,MFO,4,0,0,0
376,55,1.32,5,11,7,MFO,4,0,0,0
377,55,1.135,5,11,25,MFO,4,0,5,0.454545455
378,55,1.042,5,30,39,MFO,4,0,5,0.166666667
379,55,1.228,5,20,41,MFO,4,0,5,0.25
380,55,1.135,5,26,40,MFO,4,0,5,0.192307692
381,55,1.135,5,7,17,MFO,12,0,0,0
382,55,1.135,5,21,54,MFO,12,0,0,0
383,55,0.95,5,20,6,MFO,12,0,0,0
384,55,1.042,5,25,51,MFO,12,0,0,0
385,55,1.042,5,9,24,MFO,12,0,0,0
386,55,0.857,5,17,13,MFO,12,0,0,0
387,55,0.857,5,43,11,MFO,12,0,0,0
388,55,0.58,5,20,25,MFO,12,0,5,0.25
389,55,1.135,5,25,58,MFO,12,0,0,0
390,55,1.042,5,38,54,MFO,12,0,5,0.131578947
391,55,0.95,5,26,46,MFO,15,0,0,0
392,55,0.95,5,22,47,MFO,15,0,0,0
393,55,0.95,5,30,32,MFO,15,0,0,0
394,55,0.95,5,36,33,MFO,15,0,0,0
395,55,0.95,5,17,38,MFO,15,0,0,0
396,55,0.95,5,39,25,MFO,15,0,0,0
397,55,0.95,5,38,54,MFO,15,0,5,0.131578947
398,55,0.95,5,37,30,MFO,15,0,5,0.135135135
399,55,0.95,5,19,14,MFO,15,0,0,0
400,55,0.95,5,56,35,MFO,15,0,5,0.089285714
401,55,0.95,5,20,31,MFO,17,0,0,0
402,55,0.95,5,11,24,MFO,17,0,0,0
403,55,0.95,5,21,55,MFO,17,0,0,0
404,55,0.95,5,28,58,MFO,17,0,0,0
405,55,0.95,5,18,21,MFO,17,0,0,0
406,55,0.95,5,23,28,MFO,17,0,0,0
407,55,0.95,5,14,21,MFO,17,0,0,0
408,55,0.95,5,21,28,MFO,17,0,0,0
409,55,0.95,5,32,39,MFO,17,0,5,0.15625
410,55,0.95,5,27,15,MFO,17,0,5,0.185185185
411,55,0.95,5,12,29,MFO,13,0,0,0
412,55,0.95,5,23,19,MFO,13,0,0,0
413,55,0.95,5,18,26,MFO,13,0,0,0
414,55,0.95,5,22,43,MFO,13,0,0,0
415,55,0.95,5,16,14,MFO,13,0,0,0
416,55,0.95,5,11,22,MFO,13,0,0,0
417,55,0.95,5,18,22,MFO,13,0,5,0.277777778
418,55,0.95,5,20,15,MFO,13,0,5,0.25
419,55,0.95,5,18,14,MFO,13,0,0,0
420,55,0.95,5,9,13,MFO,13,0,5,0.555555556
421,55,1.042,5,27,54,MFO,21,0,4,0.148148148
422,55,0.857,5,13,33,MFO,21,0,4,0.307692308
423,55,1.228,5,27,42,MFO,21,0,4,0.148148148
424,55,1.042,5,15,11,MFO,21,0,4,0.266666667
425,55,1.135,5,21,22,MFO,21,0,4,0.19047619
426,55,1.228,5,7,20,MFO,21,0,4,0.571428571
427,55,1.228,5,31,17,MFO,21,0,4,0.129032258
428,55,1.135,5,29,35,MFO,21,0,4,0.137931034
429,55,1.228,5,34,40,MFO,21,0,4,0.117647059
430,55,0.765,5,8,12,MFO,21,0,4,0.5
431,55,1.042,5,11,37,MFO,8,0,4,0.363636364
432,55,1.228,5,31,47,MFO,8,0,4,0.129032258
433,55,1.228,5,15,35,MFO,8,0,4,0.266666667
434,55,1.32,5,28,19,MFO,8,0,4,0.142857143
435,55,1.135,5,16,30,MFO,8,0,4,0.25
436,55,0.672,5,34,55,MFO,8,0,4,0.117647059
437,55,0.95,5,28,24,MFO,8,0,4,0.142857143
438,55,0.95,5,16,20,MFO,8,0,4,0.25
439,55,1.042,5,18,15,MFO,8,0,4,0.222222222
440,55,0.857,5,12,32,MFO,8,0,4,0.333333333
441,55,1.042,5,25,50,MFO,20,0,4,0.16
442,55,0.857,5,24,46,MFO,20,0,4,0.166666667
443,55,0.95,5,15,24,MFO,20,0,4,0.266666667
444,55,1.228,5,22,49,MFO,20,0,4,0.181818182
445,55,0.765,5,11,17,MFO,20,0,4,0.363636364
446,55,1.135,5,17,47,MFO,20,0,4,0.235294118
447,55,1.135,5,19,42,MFO,20,0,4,0.210526316
448,55,1.135,5,29,51,MFO,20,0,4,0.137931034
449,55,0.672,5,17,33,MFO,20,0,4,0.235294118
450,55,0.857,5,15,19,MFO,20,0,4,0.266666667
451,55,0.95,5,33,27,MFO,24,0,4,0.121212121
452,55,0.95,5,11,14,MFO,24,0,4,0.363636364
453,55,0.95,5,22,27,MFO,24,0,4,0.181818182
454,55,0.95,5,24,40,MFO,24,0,4,0.166666667
455,55,0.95,5,17,20,MFO,24,0,4,0.235294118
456,55,0.95,5,15,17,MFO,24,0,4,0.266666667
457,55,0.95,5,21,20,MFO,24,0,4,0.19047619
458,55,0.95,5,21,15,MFO,24,0,4,0.19047619
459,55,0.95,5,10,22,MFO,24,0,4,0.4
460,55,0.95,5,27,15,MFO,24,0,4,0.148148148
461,55,0.95,5,15,16,MFO,7,0,4,0.266666667
462,55,0.95,5,34,34,MFO,7,0,4,0.117647059
463,55,0.95,5,22,17,MFO,7,0,4,0.181818182
464,55,0.95,5,21,28,MFO,7,0,4,0.19047619
465,55,0.95,5,19,51,MFO,7,0,4,0.210526316
466,55,0.95,5,20,43,MFO,7,0,4,0.2
467,55,0.95,5,16,7,MFO,7,0,4,0.25
468,55,0.95,5,27,33,MFO,7,0,4,0.148148148
469,55,0.95,5,25,14,MFO,7,0,4,0.16
470,55,0.95,5,22,30,MFO,7,0,4,0.181818182
471,55,0.95,5,21,47,MFO,19,0,4,0.19047619
472,55,0.95,5,18,22,MFO,19,0,4,0.222222222
473,55,0.95,5,8,10,MFO,19,0,4,0.5
474,55,0.95,5,15,18,MFO,19,0,4,0.266666667
475,55,0.95,5,26,29,MFO,19,0,4,0.153846154
476,55,0.95,5,19,8,MFO,19,0,4,0.210526316
477,55,0.95,5,15,5,MFO,19,0,4,0.266666667
478,55,0.95,5,12,6,MFO,19,0,4,0.333333333
479,55,0.95,5,23,11,MFO,19,0,4,0.173913043
480,55,0.95,5,13,9,MFO,19,0,4,0.307692308
481,56,1.135,5,34,76,MFO,12,0,0,0
482,56,1.228,5,18,9,MFO,12,0,0,0
483,56,0.857,5,29,29,MFO,12,0,0,0
484,56,1.228,5,31,41,MFO,12,0,0,0
485,56,1.32,5,19,11,MFO,12,0,0,0
486,56,1.042,5,15,37,MFO,12,0,0,0
487,56,1.042,5,17,28,MFO,12,0,0,0
488,56,1.135,5,21,16,MFO,12,0,0,0
489,56,0.672,5,17,41,MFO,12,0,0,0
490,56,0.857,5,29,56,MFO,12,0,0,0
491,56,0.857,5,48,63,MJK,16,0,0,0
492,56,1.042,5,19,35,MJK,16,0,0,0
493,56,1.135,5,32,36,MJK,16,0,0,0
494,56,NA,5,0,,MJK,16,0,0,#DIV/0!
495,56,0.857,5,15,23,MJK,16,0,0,0
496,56,1.135,5,12,6,MJK,16,0,0,0
497,56,1.135,5,14,15,MJK,16,0,0,0
498,56,0.95,5,3,0,MJK,16,0,0,0
499,56,1.042,5,2,0,MJK,16,0,0,0
500,56,1.228,5,7,5,MJK,16,0,0,0
501,56,0.95,5,50,51,MFO,17,0,0,0
502,56,1.135,5,20,24,MFO,17,0,0,0
503,56,1.228,5,12,6,MFO,17,0,0,0
504,56,0.857,5,11,16,MFO,17,0,0,0
505,56,0.95,5,3,5,MFO,17,0,0,0
506,56,1.32,5,23,41,MFO,17,0,0,0
507,56,1.32,5,11,27,MFO,17,0,0,0
508,56,1.228,5,17,27,MFO,17,0,0,0
509,56,0.857,5,6,0,MFO,17,0,0,0
510,56,0.58,5,15,15,MFO,17,0,0,0
511,56,0.95,5,12,15,MFO,7,0,0,0
512,56,0.95,5,22,32,MFO,7,0,0,0
513,56,0.95,5,6,15,MFO,7,0,0,0
514,56,0.95,5,23,40,MFO,7,0,0,0
515,56,0.95,5,8,13,MFO,7,0,0,0
516,56,0.95,5,23,39,MFO,7,0,0,0
517,56,0.95,5,14,31,MFO,7,0,0,0
518,56,0.95,5,19,13,MFO,7,0,0,0
519,56,0.95,5,15,14,MFO,7,0,0,0
520,56,0.95,5,7,15,MFO,7,0,0,0
521,56,0.95,5,14,30,MFO,4,0,0,0
522,56,0.95,5,16,14,MFO,4,0,0,0
523,56,0.95,5,1,2,MFO,4,0,0,0
524,56,NA,5,0,,MFO,4,0,0,#DIV/0!
525,56,0.95,5,22,16,MFO,4,0,0,0
526,56,0.95,5,11,24,MFO,4,0,0,0
527,56,0.95,5,10,17,MFO,4,0,0,0
528,56,0.95,5,14,18,MFO,4,0,0,0
529,56,0.95,5,3,0,MFO,4,0,0,0
530,56,0.95,5,10,6,MFO,4,0,0,0
531,56,0.95,5,32,30,MFO,24,0,0,0
532,56,0.95,5,9,23,MFO,24,0,0,0
533,56,0.95,5,4,10,MFO,24,0,0,0
534,56,0.95,5,12,17,MFO,24,0,0,0
535,56,0.95,5,9,12,MFO,24,0,0,0
536,56,0.95,5,15,8,MFO,24,0,0,0
537,56,0.95,5,11,13,MFO,24,0,0,0
538,56,0.95,5,12,13,MFO,24,0,0,0
539,56,NA,5,0,,MFO,24,0,0,#DIV/0!
540,56,0.95,5,22,15,MFO,24,0,0,0
541,56,0.58,5,17,24,MJK,14,0,0,0
542,56,1.135,5,16,21,MJK,14,0,0,0
543,56,1.042,5,23,51,MJK,14,0,0,0
544,56,1.32,5,19,42,MJK,14,0,0,0
545,56,1.135,5,24,35,MJK,14,0,0,0
546,56,0.95,5,10,32,MJK,14,0,0,0
547,56,0.857,5,1,0,MJK,14,0,0,0
548,56,1.228,5,4,5,MJK,14,0,0,0
549,56,0.672,5,13,15,MJK,14,0,0,0
550,56,0.95,5,12,30,MJK,14,0,0,0
551,56,0.857,5,24,33,MFO,22,0,0,0
552,56,1.135,5,24,36,MFO,22,0,0,0
553,56,0.95,5,18,18,MFO,22,0,0,0
554,56,1.135,5,20,41,MFO,22,0,0,0
555,56,0.672,5,7,16,MFO,22,0,0,0
556,56,0.95,5,14,22,MFO,22,0,0,0
557,56,0.672,5,26,25,MFO,22,0,0,0
558,56,1.228,5,15,31,MFO,22,0,0,0
559,56,1.32,5,6,0,MFO,22,0,0,0
560,56,1.135,5,22,21,MFO,22,0,0,0
561,56,1.135,5,14,29,MFO,2,0,0,0
562,56,0.672,5,6,8,MFO,2,0,0,0
563,56,0.672,5,10,14,MFO,2,0,0,0
564,56,1.32,5,14,36,MFO,2,0,0,0
565,56,1.135,5,16,33,MFO,2,0,0,0
566,56,0.95,5,4,0,MFO,2,0,0,0
567,56,1.042,5,12,27,MFO,2,0,0,0
568,56,1.228,5,28,41,MFO,2,0,0,0
569,56,1.042,5,17,33,MFO,2,0,0,0
570,56,1.32,5,40,41,MFO,2,0,0,0
571,56,0.95,5,26,34,MFO,6,0,0,0
572,56,NA,5,0,,MFO,6,0,0,#DIV/0!
573,56,0.95,5,5,0,MFO,6,0,0,0
574,56,NA,5,0,,MFO,6,0,0,#DIV/0!
575,56,0.95,5,38,28,MFO,6,0,0,0
576,56,0.95,5,9,6,MFO,6,0,0,0
577,56,0.95,5,26,17,MFO,6,0,0,0
578,56,0.95,5,23,32,MFO,6,0,0,0
579,56,0.95,5,21,18,MFO,6,0,0,0
580,56,0.95,5,11,22,MFO,6,0,0,0
581,56,0.95,5,14,13,MFO,11,0,0,0
582,56,NA,5,0,,MFO,11,0,0,#DIV/0!
583,56,0.95,5,9,9,MFO,11,0,0,0
584,56,0.95,5,8,8,MFO,11,0,0,0
585,56,NA,5,0,,MFO,11,0,0,#DIV/0!
586,56,0.95,5,11,11,MFO,11,0,0,0
587,56,NA,5,0,,MFO,11,0,0,#DIV/0!
588,56,0.95,5,16,8,MFO,11,0,0,0
589,56,NA,5,0,,MFO,11,0,0,#DIV/0!
590,56,0.95,5,10,22,MFO,11,0,0,0
591,56,0.95,5,23,56,MJK,21,0,0,0
592,56,NA,5,0,,MJK,21,0,0,#DIV/0!
593,56,0.95,5,40,49,MJK,21,0,0,0
594,56,0.95,5,22,19,MJK,21,0,0,0
595,56,0.95,5,25,40,MJK,21,0,0,0
596,56,0.95,5,9,13,MJK,21,0,0,0
597,56,0.95,5,19,31,MJK,21,0,0,0
598,56,0.95,5,7,7,MJK,21,0,0,0
599,56,0.95,5,26,35,MJK,21,0,0,0
600,56,0.95,5,23,39,MJK,21,0,0,0
601,56,0.672,5,10,0,MFO,23,0,0,0
602,56,0.765,5,34,29,MFO,23,0,0,0
603,56,1.228,5,8,12,MFO,23,0,0,0
604,56,1.32,5,10,37,MFO,23,0,0,0
605,56,0.95,5,14,35,MFO,23,0,0,0
606,56,1.228,5,10,31,MFO,23,0,0,0
607,56,1.32,5,13,15,MFO,23,0,0,0
608,56,0.95,5,13,24,MFO,23,0,0,0
609,56,0.95,5,13,28,MFO,23,0,0,0
610,56,1.135,5,11,35,MFO,23,0,0,0
611,56,0.765,5,32,26,MFO,1,0,0,0
612,56,1.228,5,9,17,MFO,1,0,0,0
613,56,1.32,5,12,30,MFO,1,0,0,0
614,56,1.228,5,20,40,MFO,1,0,0,0
615,56,1.228,5,7,6,MFO,1,0,0,0
616,56,1.042,5,16,32,MFO,1,0,0,0
617,56,1.228,5,17,14,MFO,1,0,0,0
618,56,1.32,5,16,13,MFO,1,0,0,0
619,56,0.95,5,9,9,MFO,1,0,0,0
620,56,0.857,5,16,35,MFO,1,0,0,0
621,56,1.135,5,26,47,MJK,10,0,0,0
622,56,0.95,5,7,27,MJK,10,0,0,0
623,56,0.857,5,8,5,MJK,10,0,0,0
624,56,1.228,5,17,27,MJK,10,0,0,0
625,56,0.95,5,15,48,MJK,10,0,0,0
626,56,1.042,5,13,34,MJK,10,0,0,0
627,56,1.042,5,10,9,MJK,10,0,0,0
628,56,1.32,5,8,32,MJK,10,0,0,0
629,56,0.765,5,21,36,MJK,10,0,0,0
630,56,0.95,5,24,33,MJK,10,0,0,0
631,56,0.95,5,18,26,MFO,20,0,0,0
632,56,0.95,5,19,13,MFO,20,0,0,0
633,56,0.95,5,19,10,MFO,20,0,0,0
634,56,0.95,5,5,3,MFO,20,0,0,0
635,56,0.95,5,11,12,MFO,20,0,0,0
636,56,0.95,5,21,51,MFO,20,0,0,0
637,56,0.95,5,22,18,MFO,20,0,0,0
638,56,0.95,5,18,28,MFO,20,0,0,0
639,56,0.95,5,13,14,MFO,20,0,0,0
640,56,0.95,5,18,9,MFO,20,0,0,0
641,56,0.95,5,8,15,MJK,18,0,0,0
642,56,0.95,5,5,8,MJK,18,0,0,0
643,56,0.95,5,6,5,MJK,18,0,0,0
644,56,0.95,5,20,23,MJK,18,0,0,0
645,56,0.95,5,8,23,MJK,18,0,0,0
646,56,0.95,5,12,13,MJK,18,0,0,0
647,56,0.95,5,17,11,MJK,18,0,0,0
648,56,0.95,5,13,23,MJK,18,0,0,0
649,56,0.95,5,43,50,MJK,18,0,0,0
650,56,0.95,5,32,46,MJK,18,0,0,0
651,56,0.95,5,26,24,MFO,5,0,0,0
652,56,0.95,5,15,29,MFO,5,0,0,0
653,56,0.95,5,15,36,MFO,5,0,0,0
654,56,0.95,5,17,29,MFO,5,0,0,0
655,56,0.95,5,26,43,MFO,5,0,0,0
656,56,0.95,5,14,24,MFO,5,0,0,0
657,56,0.95,5,16,28,MFO,5,0,0,0
658,56,0.95,5,13,43,MFO,5,0,0,0
659,56,0.95,5,22,23,MFO,5,0,0,0
660,56,0.95,5,18,23,MFO,5,0,0,0
661,56,0.765,5,17,18,MFO,19,0,4,0.235294118
662,56,1.32,5,26,29,MFO,19,0,4,0.153846154
663,56,1.228,5,24,26,MFO,19,0,4,0.166666667
664,56,1.32,5,14,25,MFO,19,0,4,0.285714286
665,56,0.95,5,18,32,MFO,19,0,4,0.222222222
666,56,1.135,5,7,22,MFO,19,0,4,0.571428571
667,56,0.58,5,27,34,MFO,19,0,4,0.148148148
668,56,0.95,5,18,33,MFO,19,0,4,0.222222222
669,56,1.042,5,7,11,MFO,19,0,4,0.571428571
670,56,1.32,5,15,31,MFO,19,0,4,0.266666667
671,56,0.857,5,19,26,MFO,8,0,4,0.210526316
672,56,0.672,5,4,14,MFO,8,0,4,1
673,56,1.042,5,19,63,MFO,8,0,4,0.210526316
674,56,0.857,5,23,84,MFO,8,0,4,0.173913043
675,56,1.042,5,10,13,MFO,8,0,4,0.4
676,56,1.228,5,19,21,MFO,8,0,4,0.210526316
677,56,0.672,5,29,34,MFO,8,0,4,0.137931034
678,56,1.32,5,13,33,MFO,8,0,4,0.307692308
679,56,0.765,5,14,30,MFO,8,0,4,0.285714286
680,56,1.042,5,13,5,MFO,8,0,4,0.307692308
681,56,0.765,5,15,51,MFO,3,0,4,0.266666667
682,56,1.228,5,17,32,MFO,3,0,4,0.235294118
683,56,1.135,5,7,9,MFO,3,0,4,0.571428571
684,56,1.32,5,12,36,MFO,3,0,4,0.333333333
685,56,1.042,5,16,37,MFO,3,0,4,0.25
686,56,0.857,5,11,29,MFO,3,0,4,0.363636364
687,56,0.58,5,26,36,MFO,3,0,4,0.153846154
688,56,0.765,5,18,47,MFO,3,0,4,0.222222222
689,56,0.857,5,9,25,MFO,3,0,4,0.444444444
690,56,1.042,5,12,0,MFO,3,0,4,0.333333333
691,56,0.95,5,21,34,MFO,15,0,4,0.19047619
692,56,0.95,5,19,55,MFO,15,0,4,0.210526316
693,56,0.95,5,12,7,MFO,15,0,4,0.333333333
694,56,0.95,5,20,9,MFO,15,0,4,0.2
695,56,0.95,5,26,45,MFO,15,0,4,0.153846154
696,56,0.95,5,22,44,MFO,15,0,4,0.181818182
697,56,0.95,5,47,41,MFO,15,0,4,0.085106383
698,56,0.95,5,9,21,MFO,15,0,4,0.444444444
699,56,0.95,5,25,29,MFO,15,0,4,0.16
700,56,0.95,5,21,20,MFO,15,0,4,0.19047619
701,56,0.95,5,21,46,MFO,13,0,4,0.19047619
702,56,0.95,5,22,42,MFO,13,0,4,0.181818182
703,56,0.95,5,18,18,MFO,13,0,4,0.222222222
704,56,0.95,5,21,38,MFO,13,0,4,0.19047619
705,56,0.95,5,12,13,MFO,13,0,4,0.333333333
706,56,0.95,5,27,45,MFO,13,0,4,0.148148148
707,56,0.95,5,21,37,MFO,13,0,4,0.19047619
708,56,0.95,5,52,47,MFO,13,0,4,0.076923077
709,56,0.95,5,12,18,MFO,13,0,4,0.333333333
710,56,0.95,5,28,57,MFO,13,0,4,0.142857143
711,56,0.95,5,22,28,MJK,9,0,4,0.181818182
712,56,0.95,5,26,25,MJK,9,0,4,0.153846154
713,56,0.95,5,20,40,MJK,9,0,4,0.2
714,56,0.95,5,10,12,MJK,9,0,4,0.4
715,56,0.95,5,14,18,MJK,9,0,4,0.285714286
716,56,0.95,5,13,12,MJK,9,0,4,0.307692308
717,56,0.95,5,26,43,MFO,9,0,4,0.153846154
718,56,0.95,5,15,25,MFO,9,0,4,0.266666667
719,56,0.95,5,17,36,MFO,9,0,4,0.235294118
720,56,0.95,5,23,32,MFO,9,0,4,0.173913043
721,56,0.95,5,3,3,MFO,5,0,0,0
722,56,1.135,5,15,11,MFO,5,0,0,0
723,56,0.58,5,12,11,MFO,5,0,0,0
724,56,1.042,5,36,28,MFO,5,0,0,0
725,56,0.58,5,22,37,MFO,5,0,0,0
726,56,1.042,5,10,21,MFO,5,0,0,0
727,56,NA,5,0,,MFO,5,0,0,#DIV/0!
728,56,1.135,5,6,9,MFO,5,0,0,0
729,56,1.135,5,25,53,MFO,5,0,0,0
730,56,1.228,5,9,27,MFO,5,0,0,0
731,56,0.95,5,6,4,MFO,1,0,0,0
732,56,1.32,5,18,16,MFO,1,0,0,0
