ID,block,color,number,size,environment,special,gap,notes,drought
901,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
902,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
903,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
904,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
905,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
906,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
907,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
908,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
909,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
910,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
911,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
912,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
913,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
914,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
915,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
916,4,yellow,5,4,fluctuating,FALSE,FALSE,,FALSE
917,4,yellow,5,4,fluctuating,FALSE,FALSE,,TRUE
931,4,yellow,5,4,stable,FALSE,FALSE,,FALSE
932,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
933,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
934,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
935,4,yellow,5,4,stable,FALSE,FALSE,,FALSE
936,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
937,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
938,4,yellow,5,4,stable,FALSE,FALSE,,FALSE
939,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
940,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
941,4,yellow,5,4,stable,FALSE,FALSE,,FALSE
942,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
943,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
944,4,yellow,5,4,stable,FALSE,FALSE,,FALSE
945,4,yellow,5,4,stable,FALSE,FALSE,,TRUE
